filename,width,height,class,xmin,ymin,xmax,ymax
Robot-05-08-2019-20_13_27-04_jpg.rf.1df3812f8bf26ac449f0088d2ee3ff78.jpg,512,512,ball,216,28,227,47
Robot-01-08-2019-22_47_51-9_jpg.rf.1de11ac9a3d9aa8002e009ae832aaa13.jpg,512,512,ball,338,298,374,360
Robot-05-08-2019-20_12_53-1_jpg.rf.1dde0a4668f9c2ebcfd28671302d1a77.jpg,512,512,ball,338,147,355,177
Robot-05-08-2019-20_08_43-63_jpg.rf.1dfde12ffb7e466a4c96e049a932b9b7.jpg,512,512,ball,191,121,232,188
Robot-05-08-2019-20_11_46-2_jpg.rf.1e04d5062c428cb2c690eea8f280651f.jpg,512,512,ball,325,35,336,58
Robot-05-08-2019-20_08_25-08_jpg.rf.1ebf58544949a6d8686d64f6e25a561f.jpg,512,512,ball,223,26,232,44
Robot-05-08-2019-20_10_52-13_jpg.rf.1e00c5bc681bf17e97635055fd131512.jpg,512,512,ball,220,31,230,52
Robot-05-08-2019-20_10_24-11_jpg.rf.1f621515e1e3a25264970573ef85051c.jpg,512,512,ball,252,68,278,113
Robot-05-08-2019-20_09_29-78_jpg.rf.1f41536d08b7a54a2181d869b1720b13.jpg,512,512,ball,220,22,234,48
Robot-05-08-2019-20_11_37-71_jpg.rf.1f33f25c3bd443a401311e23823f0196.jpg,512,512,ball,317,127,362,204
Robot-05-08-2019-20_08_20-17_jpg.rf.1f4c13a57300ee845663d964775fafc5.jpg,512,512,ball,303,24,312,42
Robot-05-08-2019-20_13_11-34_jpg.rf.1f75598b477a8afc0603033cb7ed7031.jpg,512,512,ball,133,185,179,269
Robot-05-08-2019-20_10_18-1_jpg.rf.1f65a2fc210c08632f4e86ffd14091cb.jpg,512,512,ball,219,22,230,42
Robot-05-08-2019-20_09_33-87_jpg.rf.1f7230848819424466a61e1f80a54c9b.jpg,512,512,ball,290,143,338,230
Robot-05-08-2019-20_13_04-87_jpg.rf.1f6bcd878631a95efe2c0c97a5939ef1.jpg,512,512,ball,285,29,298,53
Robot-05-08-2019-20_07_46-22_jpg.rf.1fc1b10eedc0c96116814384ec30cb57.jpg,512,512,ball,326,43,338,71
Robot-05-08-2019-20_08_09-93_jpg.rf.1f794be3106fe052f7c54420936484ba.jpg,512,512,ball,295,122,308,148
scene03941_png.rf.1f98188a871d40e75ab31f985a076c9a.jpg,512,512,ball,172,292,219,350
Robot-05-08-2019-20_10_39-11_jpg.rf.1fd44712ba9705afc19310997a8b942f.jpg,512,512,ball,260,35,277,68
Robot-05-08-2019-20_07_34-46_jpg.rf.2005216625f7cf20ccebc1caf99dd726.jpg,512,512,ball,246,47,272,94
Robot-05-08-2019-20_09_01-68_jpg.rf.20202f8b19afa45bc201b108d2a99665.jpg,512,512,ball,253,20,267,48
Robot-05-08-2019-20_12_14-36_jpg.rf.1fe9904564e2a04f8590d42182b23007.jpg,512,512,ball,271,14,280,32
Robot-05-08-2019-20_11_07-64_jpg.rf.206ed3cee8283bb11e935588b5fc2730.jpg,512,512,ball,363,192,409,274
Robot-05-08-2019-20_08_45-55_jpg.rf.20b062c19b2de37cf0134483c831d2fa.jpg,512,512,ball,212,147,233,182
Robot-05-08-2019-20_13_48-25_jpg.rf.205aa0b38e609b4a9399706c38eb2fe0.jpg,512,512,ball,270,36,284,64
Robot-05-08-2019-20_07_51-44_jpg.rf.20817fe45b8116730ad5212d56caf3f1.jpg,512,512,ball,305,103,343,162
scene02741_png.rf.1fffe4b0f86f77b0c6bde956aeb97307.jpg,512,512,ball,312,431,338,448
Robot-05-08-2019-20_09_10-69_jpg.rf.204dded292b08f81c816b672ea8cedfa.jpg,512,512,ball,223,245,248,295
scene20981_png.rf.204a290097fccbb0c8240885cd57ddf8.jpg,512,512,ball,282,234,329,320
Robot-05-08-2019-20_08_07-35_jpg.rf.2070309f36e044303ef81f50b8a4c883.jpg,512,512,ball,179,166,229,251
Robot-05-08-2019-20_10_47-89_jpg.rf.20a04751520e18395251b4690afd2953.jpg,512,512,ball,314,57,335,94
Robot-05-08-2019-20_10_05-13_jpg.rf.20f1b13f3319910f5a14ccdc7bb37545.jpg,512,512,ball,310,34,328,69
Robot-05-08-2019-20_09_42-57_jpg.rf.20cec66402d4350403e2d26713bbe62b.jpg,512,512,ball,252,30,270,59
Robot-01-08-2019-22_48_03-54_jpg.rf.20b1693751b7e34702f428b5705bc4bb.jpg,512,512,ball,252,322,285,373
Robot-05-08-2019-20_07_49-48_jpg.rf.20c8b33864df6a9d0e55a89dc76889f3.jpg,512,512,ball,250,49,268,82
Robot-05-08-2019-20_07_41-9_jpg.rf.210fc2e0e39dd86d1b7bec5490d4f269.jpg,512,512,ball,243,35,267,79
Robot-05-08-2019-20_13_23-31_jpg.rf.215bf96c25fa9cbf12b9556517f27b8f.jpg,512,512,ball,262,118,275,142
Robot-05-08-2019-20_12_32-92_jpg.rf.2171f1cd09ba951e83f3010064b44838.jpg,512,512,ball,305,114,315,131
Robot-05-08-2019-20_58_47-95_jpg.rf.21367d9588d096e95b93a453996ca336.jpg,512,512,ball,141,321,232,478
Robot-05-08-2019-20_07_29-86_jpg.rf.2177828afc83d6b45b8f98c311e8181f.jpg,512,512,ball,282,17,292,36
Robot-05-08-2019-20_08_27-63_jpg.rf.21487e63645c862298192f0a9a0083f2.jpg,512,512,ball,315,24,326,46
Robot-05-08-2019-20_08_18-17_jpg.rf.218116beddaabdeb41672389feb001b2.jpg,512,512,ball,293,120,306,145
Robot-01-08-2019-22_47_43-05_jpg.rf.21893c0fdb0013222951abc380033c0a.jpg,512,512,ball,343,208,373,259
Robot-05-08-2019-20_09_34-99_jpg.rf.21c8208ae11dd6d5b0580d31f00a716f.jpg,512,512,ball,256,16,266,34
Robot-05-08-2019-20_08_06-58_jpg.rf.218b86f40278d497d6fcd95a8597a5ca.jpg,512,512,ball,277,137,326,223
Robot-05-08-2019-20_07_36-41_jpg.rf.2114f6aacbfb2bc22b96e8a8613f11ce.jpg,512,512,ball,286,123,299,151
Robot-05-08-2019-20_09_30-35_jpg.rf.21ab6755e344f7e8d21fde2a87ec1405.jpg,512,512,ball,255,18,266,36
Robot-05-08-2019-20_12_26-68_jpg.rf.2200e2a68116e671be4ac509f5e17fbf.jpg,512,512,ball,279,109,321,181
Robot-05-08-2019-20_12_43-95_jpg.rf.21d259c8ff2e225d68ca64b28994618c.jpg,512,512,ball,255,259,287,319
Robot-05-08-2019-20_09_58-47_jpg.rf.21fd41893979f03ae4dea724884ae4b1.jpg,512,512,ball,240,36,255,65
Robot-05-08-2019-20_10_07-87_jpg.rf.21f913b793f36520c11e28910254aa9a.jpg,512,512,ball,254,101,265,121
Robot-05-08-2019-20_08_13-43_jpg.rf.2213ccd241c2cb71f71e5916e4ac0cfb.jpg,512,512,ball,316,55,336,95
Robot-05-08-2019-20_10_15-31_jpg.rf.224ecd2d320e727610134812625a93d2.jpg,512,512,ball,142,174,182,244
Robot-05-08-2019-20_08_51-97_jpg.rf.220b89ce1f2aba2d63cfc445b0dcb7ed.jpg,512,512,ball,291,131,337,213
Robot-05-08-2019-20_08_57-28_jpg.rf.221ecaff9c66ce59f19854824afe1b77.jpg,512,512,ball,225,19,233,36
Robot-05-08-2019-20_12_32-73_jpg.rf.22681ba054070d5aea1026085c005bdc.jpg,512,512,ball,292,24,305,48
Robot-05-08-2019-20_12_20-5_jpg.rf.225e67ab5b3be10d2ddca985b0419a12.jpg,512,512,ball,272,364,323,463
Robot-05-08-2019-20_07_47-46_jpg.rf.225b1467018a1423202f449366f317a9.jpg,512,512,ball,252,118,267,148
Robot-05-08-2019-20_08_26-51_jpg.rf.22bc0204d6a03de98fa35d2003d4a532.jpg,512,512,ball,293,15,302,30
Robot-05-08-2019-20_11_14-62_jpg.rf.2260a78e4255b5ebcd0c40cc872769ea.jpg,512,512,ball,303,21,312,39
Robot-05-08-2019-20_13_41-22_jpg.rf.22b15feaddcb1704c61aec0c0eaa917e.jpg,512,512,ball,315,31,326,50
Robot-05-08-2019-20_12_55-49_jpg.rf.22972717ee39a4061427e5a9107ab92e.jpg,512,512,ball,211,23,220,43
Robot-05-08-2019-20_12_18-15_jpg.rf.22711d2e4a6df412a2bff9a1cf32768e.jpg,512,512,ball,337,44,350,70
Robot-05-08-2019-20_08_57-1_jpg.rf.22fb941e655f09d71a9436f3d4a1664f.jpg,512,512,ball,247,31,264,60
Robot-05-08-2019-20_09_18-61_jpg.rf.22cf8b8eacba56dfb54b4cc8f3d29d89.jpg,512,512,ball,321,70,344,112
Robot-05-08-2019-20_58_52-17_jpg.rf.22ceb9ea6d615d8b9e65556c525992f8.jpg,512,512,ball,221,239,302,385
Robot-05-08-2019-20_10_07-69_jpg.rf.22f58e5650d15642d42c63804b975922.jpg,512,512,ball,315,25,326,48
Robot-05-08-2019-20_13_30-78_jpg.rf.230f40b71ebd60ccde9784cd3c5ef435.jpg,512,512,ball,348,68,366,102
Robot-05-08-2019-20_11_43-48_jpg.rf.2329db155d2c18d00204e34dc8020f89.jpg,512,512,ball,279,32,295,61
Robot-05-08-2019-20_10_24-02_jpg.rf.2350ae54c90214f57e94fcf89a3abac6.jpg,512,512,ball,254,128,272,160
Robot-05-08-2019-20_09_24-6_jpg.rf.2353f582a65192de5523bc4bd6a9c081.jpg,512,512,ball,280,218,301,258
Robot-05-08-2019-20_08_06-1_jpg.rf.233847f17b7f61387d97d3fe0f3e8f6b.jpg,512,512,ball,318,57,340,102
Robot-05-08-2019-20_13_31-84_jpg.rf.238b458a799e95790a7c3d50e7e5c30d.jpg,512,512,ball,305,133,322,163
Robot-05-08-2019-20_09_59-91_jpg.rf.235cb68c4c311a0a1d5411b648e1b168.jpg,512,512,ball,252,115,266,140
Robot-05-08-2019-20_09_12-0_jpg.rf.23b4d909ee70e01576ec4629a84b3193.jpg,512,512,ball,220,20,229,39
Robot-05-08-2019-20_11_49-76_jpg.rf.238f9b020c900efeb24e28da3b85a99f.jpg,512,512,ball,414,171,439,223
Robot-05-08-2019-20_11_45-82_jpg.rf.23c4c3e197f486769c7003704f94a459.jpg,512,512,ball,254,16,263,32
Robot-05-08-2019-20_12_52-07_jpg.rf.23d57457fc1f95747d6095872246de3a.jpg,512,512,ball,238,126,255,159
Robot-05-08-2019-20_09_23-25_jpg.rf.23cdb206edb19c24533305304bec4b2f.jpg,512,512,ball,279,28,295,58
Robot-01-08-2019-22_47_59-1_jpg.rf.23f704086256a02c18e0a126a7ed40e1.jpg,512,512,ball,192,426,232,485
Robot-05-08-2019-20_08_46-78_jpg.rf.2452755b3ff88e7e3772b419d7453fbe.jpg,512,512,ball,267,10,275,27
Robot-05-08-2019-20_09_56-42_jpg.rf.24637fca0a5214c2c401a29376ed4b9a.jpg,512,512,ball,309,55,330,93
Robot-05-08-2019-20_08_15-94_jpg.rf.241e69885a759fc548adf17cb37e7c80.jpg,512,512,ball,320,57,338,94
Robot-05-08-2019-20_10_02-6_jpg.rf.24757d16a9f6e2068d41a2d133216ceb.jpg,512,512,ball,315,112,323,129
Robot-05-08-2019-20_09_26-71_jpg.rf.24e1e9900a3da166ced750148de40c54.jpg,512,512,ball,127,140,155,188
Robot-05-08-2019-20_13_17-86_jpg.rf.24c7301224d4812417a7a0d008efffe4.jpg,512,512,ball,287,58,315,108
Robot-05-08-2019-20_08_21-04_jpg.rf.24e65de6ab86d6f12132bbd366f730a2.jpg,512,512,ball,328,86,351,135
Robot-05-08-2019-20_07_34-1_jpg.rf.24fa585c9912c5f7d20b041fe8acb0e5.jpg,512,512,ball,233,187,267,245

Robot-05-08-2019-20_58_57-34_jpg.rf.256ebbe665f8d726efdcfe4fc5034056.jpg,512,512,ball,255,315,351,467
Robot-05-08-2019-20_08_11-58_jpg.rf.2595b50fbbce817389e1e574323f3504.jpg,512,512,ball,283,21,294,42
Robot-05-08-2019-20_10_00-91_jpg.rf.2599070cd5ff1207afb1dd210311a03b.jpg,512,512,ball,272,24,286,50
Robot-01-08-2019-22_47_46-97_jpg.rf.25800d2e0e75bd35e5bb149712d059ed.jpg,512,512,ball,262,383,304,461
Robot-05-08-2019-20_10_01-37_jpg.rf.253bf448a8f0f75da3cc2a94f410507d.jpg,512,512,ball,104,152,123,195
Robot-05-08-2019-20_13_34-73_jpg.rf.259ee7f15d5868a6c15ce29b7759aa20.jpg,512,512,ball,172,255,224,337
Robot-05-08-2019-20_10_20-84_jpg.rf.25b180018991c02ed080a4f741c53133.jpg,512,512,ball,311,112,323,132
Robot-01-08-2019-22_47_53-29_jpg.rf.25ad9b27dbe0b955f3b6a463d5ef7e70.jpg,512,512,ball,272,263,309,326
Robot-05-08-2019-20_08_41-43_jpg.rf.25a0bd5cf3ed60a59a5e4cc0e0b6dc3c.jpg,512,512,ball,149,182,208,275
Robot-01-08-2019-22_48_18-32_jpg.rf.25e4d15648f9a4703091cdbb8926d957.jpg,512,512,ball,182,199,211,249
Robot-05-08-2019-20_09_59-53_jpg.rf.25eead7ad22c1b9a161bcc93d239eb9f.jpg,512,512,ball,163,164,184,199
Robot-05-08-2019-20_11_22-1_jpg.rf.2618cec33319315ebe8ded3f83a5bd8a.jpg,512,512,ball,305,25,314,43
scene01481_png.rf.260b1720f39d9abb2e17cdd66f4aa7b7.jpg,512,512,ball,321,214,352,272
Robot-05-08-2019-20_12_32-01_jpg.rf.261e9eb27a4661e075f305cd5769c788.jpg,512,512,ball,387,168,420,228
Robot-05-08-2019-20_11_56-95_jpg.rf.2603e8c68d238e63ebfb542e0968a841.jpg,512,512,ball,318,34,330,57
Robot-01-08-2019-22_48_10-84_jpg.rf.26398cd6a43ae9c3ba957c29b127e7a3.jpg,512,512,ball,291,162,320,219
Robot-05-08-2019-20_09_18-52_jpg.rf.25e2d191e64a53b99ea06223945d6383.jpg,512,512,ball,325,123,364,199
Robot-05-08-2019-20_12_13-59_jpg.rf.263a6ab505c33c1cc27740818b8860c4.jpg,512,512,ball,309,33,323,65
scene02901_png.rf.2656050b081b819964f79d897ee0430b.jpg,512,512,ball,271,214,276,224
Robot-05-08-2019-20_11_51-44_jpg.rf.266b5253e003a5d8e70608ea0738f06b.jpg,512,512,ball,150,168,171,198
Robot-05-08-2019-20_10_29-66_jpg.rf.263468c554182eb608921f1f7919b94e.jpg,512,512,ball,227,169,253,211
Robot-05-08-2019-20_08_52-36_jpg.rf.268ce2cb2e2e2c958c1b12f0e944b4f4.jpg,512,512,ball,306,280,351,361

Robot-05-08-2019-20_08_47-28_jpg.rf.26910f2c8df7ea6e04f4421e89cec9db.jpg,512,512,ball,220,66,247,116
Robot-05-08-2019-20_08_35-55_jpg.rf.2693bd7f3483102fecbdc7c64e35dbb8.jpg,512,512,ball,336,54,353,86
Robot-05-08-2019-20_11_32-89_jpg.rf.269c47698e60f31acc481f208a1a0301.jpg,512,512,ball,281,32,294,60
